Dateiname;Ark;dc:identifier;dc:title;dc:creator;dc:publisher;dc:date;dc:format;dc:language;dc:relation;dc:source;dc:description;provenance;sdewey;dewey;typedoc;nqamoyen;first_indexation_date;GUID;dc:rights
Musset_Histoires de trois maniaques;ark__12148_bpt6k6464073z;https://gallica.bnf.fr/ark:/12148/bpt6k6464073z;Histoires de trois maniaques ;Musset, Paul de (1804-1880);Charpentier (Paris);1876;"1 vol. (293 p.) ; in-18, Nombre total de vues : 320, application/epub+zip";['fre', 'français'];Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30999754t;Bibliothèque nationale de France, département Littérature et art, 8-Y2-282;Contient une table des matières, Avec mode texte;bnf.fr;840;80;monographie;99990;31.07.2013 22:00;9c0bafc4-bb7b-485c-aad4-9d57b76089d5;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Ohnet_Serge Panine : les batailles;ark__12148_bpt6k68719g;https://gallica.bnf.fr/ark:/12148/bpt6k68719g;Serge Panine : les batailles de la vie ;Ohnet, Georges (1848-1918);Paris;1890;"1 vol. (320 p.-[10] pl.) ; in-8, Nombre total de vues : 334";['fre', 'français'];Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31033041f;Bibliothèque nationale de France, département Littérature et art, 8-Y2-43323;;bnf.fr;840;80;monographie;94070;14.10.2007 22:00;a887277c-4ffe-4b70-bbf5-933ae883a60e;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Verne_Vingt mille lieues sous les;ark__12148_bpt6k804659;https://gallica.bnf.fr/ark:/12148/bpt6k804659;Vingt mille lieues sous les mers. Partie 2 ;Verne, Jules (1828-1905);Collection Hetzel (Paris);1875-1885;"2 vol. (336- X f. de pl., 356 p.) : ill. ; in-18, Nombre total de vues : 363";fre;Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb31562694x, Notice d’oeuvre : http://catalogue.bnf.fr/ark:/12148/cb12100647x', Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31562694x;Bibliothèque nationale de France, département Littérature et art, 8-Y2-12312 (2);Vingt mille lieues sous les mers (français), Appartient à l’ensemble documentaire : UnivJeun0, Contient une table des matières;bnf.fr;840;80;monographie;0;14.10.2007 22:00;8662b9c2-c81d-4b86-964a-189dc99de161;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Sainte-Beuve_Volupté;ark__12148_btv1b86002912;https://gallica.bnf.fr/ark:/12148/btv1b86002912;Volupté ;Sainte-Beuve, Charles-Augustin (1804-1869);E. Renduel (Paris);1834;"2 vol. (335, 290 p.) ; 22 cm, Nombre total de vues : 676";['fre', 'français'];Notice d’oeuvre : http://catalogue.bnf.fr/ark:/12148/cb12490051w', Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb34885639v;Bibliothèque nationale de France, département Réserve des livres rares, RES P-Y2-2987;Volupté (français), Avec mode texte;bnf.fr;;;monographie;10000;11.07.2010 22:00;e96829f4-e9f0-4019-8721-e2610d96efa5;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Ohnet_Dernier amour : les batailles;ark__12148_bpt6k68996g;https://gallica.bnf.fr/ark:/12148/bpt6k68996g;Dernier amour : les batailles de la vie ;Ohnet, Georges (1848-1918);Paris;1889;"1 vol. (356 p.) ; in-18, Nombre total de vues : 361";['fre', 'français'];Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31032986n;Bibliothèque nationale de France, département Littérature et art, 8-Y2-43118;;bnf.fr;840;80;monographie;96210;14.10.2007 22:00;4990ca04-9d6d-46a8-aa06-26fdd06dab58;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Verne_Nord contre Sud : les;ark__12148_bpt6k65773135;https://gallica.bnf.fr/ark:/12148/bpt6k65773135;Nord contre Sud : les voyages extraordinaires ;Verne, Jules (1828-1905);Collection Hetzel (Paris);1887;"2 parties en 1 vol. (412 p.-[5] f. de pl. en coul.) : ill., frontisp., carte, cartonnage ill. en coul. ; 28 cm, Nombre total de vues : 436, application/epub+zip";fre;Notice d’oeuvre : http://catalogue.bnf.fr/ark:/12148/cb18000173r, Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb35284651k;Ville de Paris / Fonds Heure joyeuse, 2013-438074;Nord contre Sud (français), Collection : Collection Hetzel, Collection : Collection Hetzel, Contient une table des matières, Avec mode texte;bnf.fr;840;80;monographie;99990;20.03.2014 23:00;94a720e3-fa54-4d3a-b56c-935e16b48614;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Verne_La chasse au météore;ark__12148_bpt6k6517517v;https://gallica.bnf.fr/ark:/12148/bpt6k6517517v;La chasse au météore ;Verne, Jules (1828-1905);Paris;1908;"1 vol. (236 p.) : fig., pl. en noir et en coul., fig. au titre, frontisp., couv. ill. ; gr. in-8, Nombre total de vues : 518";fre;Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb31562282t, Notice d’oeuvre : http://catalogue.bnf.fr/ark:/12148/cb12413832w', Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31562282t;Ville de Paris / Fonds Heure joyeuse, 2013-34760;La chasse au météore (français), Collection : Les Voyages extraordinaires, Collection : Les Voyages extraordinaires, Appartient à l’ensemble documentaire : UnivJeun0, Contient une table des matières, Avec mode texte;bnf.fr;840;80;monographie;99930;05.05.2013 22:00;c3ddc70e-b377-4b4d-82e4-802f80bb28bb;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Ohnet_Lise Fleuron : les batailles;ark__12148_bpt6k80361n;https://gallica.bnf.fr/ark:/12148/bpt6k80361n;Lise Fleuron : les batailles de la vie (81e édition) ;Ohnet, Georges (1848-1918);Paris;1884;"1 vol. (463 p.) ; in-18, Nombre total de vues : 468";['fre', 'français'];Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31033012v;Bibliothèque nationale de France, département Littérature et art, 8-Y2-7476;;bnf.fr;840;80;monographie;93870;14.10.2007 22:00;7215620f-29ab-48b9-a32e-4e0a4e132eac;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Verne_Deux ans de vacances;ark__12148_bpt6k5681917b;https://gallica.bnf.fr/ark:/12148/bpt6k5681917b;Deux ans de vacances ;Verne, Jules (1828-1905);Paris;1909;"1 vol. (472 p.) : ill., pl. en coul., carte, ill. au titre, frontisp. ; gr. in-8, Nombre total de vues : 499";fre;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31562353h;Bibliothèque nationale de France, département Littérature et art, 4-Y2-3442;Collection : Les Voyages extraordinaires. Collection Hetzel, Collection : Les Voyages extraordinaires, Appartient à l’ensemble documentaire : UnivJeun0, Contient une table des matières, Avec mode texte;bnf.fr;840;80;monographie;96150;04.10.2009 22:00;f90d3934-840b-4c70-8291-ffaaaf288544;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Sand_Le dernier amour;ark__12148_bpt6k5526590r;https://gallica.bnf.fr/ark:/12148/bpt6k5526590r;Le dernier amour ;Sand, George (1804-1876);Michel Lévy frères (Paris);1867;"1 vol. (333 p.) ; in-18, Nombre total de vues : 342";['fre', 'français'];Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb312933337;Bibliothèque nationale de France, département Littérature et art, Y2-65055;Collection : Oeuvres de George Sand, Avec mode texte;bnf.fr;840;80;monographie;95610;27.04.2009 22:00;ba456759-aaa0-472a-862b-654998113794;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Musset_Lauzun. Tome 2;ark__12148_bpt6k5706219b;https://gallica.bnf.fr/ark:/12148/bpt6k5706219b;Lauzun. Tome 2 ;Musset, Paul de (1804-1880);Dumont (Paris);1835;"2 vol. ; in-8, Nombre total de vues : 366";['fre', 'français'];Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb30999757v, Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30999757v;Bibliothèque nationale de France, département Littérature et art, Y2-55845;Contient une table des matières, Avec mode texte;bnf.fr;840;80;monographie;93890;30.08.2009 22:00;d8faf6a2-65f6-43ed-b88a-77e8fb1651fe;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Ohnet_Le maître de forges :;ark__12148_bpt6k6101738m;https://gallica.bnf.fr/ark:/12148/bpt6k6101738m;Le maître de forges : les batailles de la vie (10e édition) ;Ohnet, Georges (1848-1918);P. Ollendorff (Paris);1882;"1 vol. (486 p.) ; in-18, Nombre total de vues : 496, application/epub+zip";['fre', 'français'];Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31033014j;Bibliothèque nationale de France, département Littérature et art, 8-Y2-7210;Avec mode texte;bnf.fr;840;80;monographie;99980;21.07.2010 22:00;72273cf8-60d0-47bf-bbba-1e68fc9de0c8;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Verne_Le volcan d'or;ark__12148_bpt6k96080742;https://gallica.bnf.fr/ark:/12148/bpt6k96080742;Le volcan d'or ;Verne, Jules (1828-1905);Paris;1906;"2 parties en 1 vol. (492 p.) : fig., pl. en noir et en coul., fig. au titre, frontisp., couv. ill. ; gr. in-8, Nombre total de vues : 542";fre;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31562717r;Bibliothèque nationale de France, département Littérature et art, 4-Y2-5991;Collection : Les Voyages extraordinaires, Collection : Les Voyages extraordinaires, Appartient à l’ensemble documentaire : UnivJeun0, Contient une table des matières, Avec mode texte;bnf.fr;840;80;monographie;98930;09.08.2015 22:00;39ba517a-935a-4df2-a5f0-2d78e5582335;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Ohnet_Les batailles de la vie.;ark__12148_bpt6k11651607;https://gallica.bnf.fr/ark:/12148/bpt6k11651607;Les batailles de la vie. , Le droit de l'enfant ;Ohnet, Georges (1848-1918);Paris;1948;"1 vol. (255 p.) : couv. ill. en coul. ; 20 cm, Nombre total de vues : 261";['fre', 'français'];Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb46595185q, Titre d'ensemble : Les batailles de la vie, Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32495302x;Bibliothèque nationale de France, département Littérature et art, 16-Y2-8370;Collection : Les Grands romans, Collection : Les Grands romans, Avec mode texte;bnf.fr;;;monographie;89380;02.02.2019 23:00;60982a82-139c-495a-bf10-bc714e3bc0bc;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Verne_Aventures de trois Russes et;ark__12148_bpt6k9607933x;https://gallica.bnf.fr/ark:/12148/bpt6k9607933x;Aventures de trois Russes et de trois Anglais dans l'Afrique Australe (Nouvelle édition) ;Verne, Jules (1828-1905);J. Hetzel (Paris);1902;"1 vol. (320 p.) : fig., pl., carte ; in-8, Nombre total de vues : 354";['fre', 'français'];Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31562257m;Bibliothèque nationale de France, département Littérature et art, 16-Y2-31891;Collection : Bibliothèque d'éducation et de récréation, 'Contient une table des matières, Avec mode texte;bnf.fr;840;80;monographie;99340;09.08.2015 22:00;a357ecc6-966e-40a7-b0ae-019f273d4d33;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Villiers de L'Isle-Adam_L'Ève future;ark__12148_bpt6k82473d;https://gallica.bnf.fr/ark:/12148/bpt6k82473d;L'Ève future ;Villiers de L'Isle-Adam, Auguste de (1838-1889);Charpentier (Paris);1891;"1 vol. (IV-379 p.) ; 18 cm, Nombre total de vues : 388";fre;Notice d’oeuvre : http://catalogue.bnf.fr/ark:/12148/cb11946602g', Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb315847614;Bibliothèque nationale de France, département Littérature et art, 8-Y2-44457;L'Ève future (français), 'Contient une table des matières;bnf.fr;840;80;monographie;0;14.10.2007 22:00;00d62f7e-1a12-4bf8-b212-f179bbfd18f5;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Sand_Journal d'un voyageur pendant la;ark__12148_bpt6k103152s;https://gallica.bnf.fr/ark:/12148/bpt6k103152s;Journal d'un voyageur pendant la guerre (4e édition) ;Sand, George (1804-1876);Paris;1871;"1 vol. (310 p.) ; 19 cm, Nombre total de vues : 312";['fre', 'français'];Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31293767n;Bibliothèque nationale de France, département Centre technique du livre, 8-Lb57-134 (B);Journaux intimes, Récits personnels;bnf.fr;840;80;monographie;79830;14.10.2007 22:00;ee7de842-2b92-4b3b-831a-bf8558973980;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Verne_Le Chancellor;ark__12148_bpt6k54950994;https://gallica.bnf.fr/ark:/12148/bpt6k54950994;Le Chancellor ;Verne, Jules (1828-1905);Paris;1876;"1 vol. (223 p.) : ill., ill. au titre ; gr. in-8, Nombre total de vues : 243";fre;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb420568907;Bibliothèque nationale de France, département Littérature et art, 4-Y2-2;Collection : Les Voyages extraordinaires, Collection : Les Voyages extraordinaires, Appartient à l’ensemble documentaire : UnivJeun0, Contient une table des matières, Avec mode texte;bnf.fr;840;80;monographie;97060;23.02.2009 23:00;c62b2944-b915-44d4-a95b-5dbcbeaadd7d;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Villiers de L'Isle-Adam_Histoires insolites;ark__12148_bpt6k82479g;https://gallica.bnf.fr/ark:/12148/bpt6k82479g;Histoires insolites ;Villiers de L'Isle-Adam, Auguste de (1838-1889);Librairie moderne (Paris);1888;"1 vol. (315 p.) ; 19 cm, Nombre total de vues : 320";fre;Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb315847645, Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb315847645;Bibliothèque nationale de France, département Littérature et art, 8-Y2-41177;Appartient à l’ensemble documentaire : GTextes1, Contient une table des matières;bnf.fr;840;80;monographie;0;14.10.2007 22:00;e55d7235-2fdd-4dca-92b3-d08f19c3a9ff;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Villiers de L'Isle-Adam_Tribulat Bonhomet;ark__12148_bpt6k55408128;https://gallica.bnf.fr/ark:/12148/bpt6k55408128;Tribulat Bonhomet ;Villiers de L'Isle-Adam, Auguste de (1838-1889);Paris;1887;"1 vol. (VIII-286 p.) ; in-12, Nombre total de vues : 300";['fre', 'français'];Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb31584786g, Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31584786g;Bibliothèque nationale de France, département Collections numérisées, 2008-253063;Appartient à l’ensemble documentaire : GTextes1, Contient une table des matières, Avec mode texte;bnf.fr;840;80;monographie;99980;14.06.2009 22:00;0a3adde2-d466-4f43-a788-1727c0f56dcd;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Sully_Le lien social;ark__12148_bpt6k5477841r;https://gallica.bnf.fr/ark:/12148/bpt6k5477841r;Le lien social ;Sully Prudhomme (1839-1907);F. Alcan (Paris);1909;"1 vol. (XIX-230 p.) ; in-8, Nombre total de vues : 262";['fre', 'français'];Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb314203144;Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 8-R-22966;Contient une table des matières, Avec mode texte;bnf.fr;3010;30;monographie;97440;03.05.2009 22:00;58dba8d8-5a39-4073-b612-95138bedd515;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Villiers de L'Isle-Adam_Chez les passants : fantaisies,;ark__12148_bpt6k82480p;https://gallica.bnf.fr/ark:/12148/bpt6k82480p;Chez les passants : fantaisies, pamphlets et souvenirs ;Villiers de L'Isle-Adam, Auguste de (1838-1889);Comptoir d'édition, estampes, livres, musique (Paris);1890;"1 vol. (312 p.) ; 19 cm, Nombre total de vues : 332";fre;Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb31584745w, Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31584745w;Bibliothèque nationale de France, département Littérature et art, 8-Z-11646;Contient une table des matières;bnf.fr;840;80;monographie;0;14.10.2007 22:00;57b2543d-0231-44a4-bbf1-7926861b2401;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Villiers de L'Isle-Adam_Axel;ark__12148_bpt6k6472302k;https://gallica.bnf.fr/ark:/12148/bpt6k6472302k;Axel ;Villiers de L'Isle-Adam, Auguste de (1838-1889);G. Crès (Paris);;"1 vol. (273 p.) : portrait gr. par P.-E. Vibert ; in-18, Nombre total de vues : 306";['fre', 'français'];Notice d’oeuvre : http://catalogue.bnf.fr/ark:/12148/cb131667816', Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb315847436;Bibliothèque nationale de France, département Littérature et art, 8-YF-2218;Axël (français), Contient une table des matières, Avec mode texte;bnf.fr;840;80;monographie;99960;15.04.2013 22:00;12dc9490-7726-40f2-9136-c5f814d0f9a1;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Sand_George Sand aux riches. Suivi;ark__12148_bpt6k5713643q;https://gallica.bnf.fr/ark:/12148/bpt6k5713643q;George Sand aux riches. Suivi d'une note : Propriétaires et riches ... ;Sand, George (1804-1876);impr. de Laroche-Jacob (Sedan);1848;"1 pièce (2 p.) ; in-4°, Nombre total de vues : 6";['fre', 'français'];Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb312938192;Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 4-LB53-839;Appartient à l’ensemble documentaire : ChArdenn1, Avec mode texte;bnf.fr;800;80;monographie;99980;15.09.2009 22:00;9868ddea-085e-43ad-ac81-fcd22c83beeb;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Sully_La vraie religion selon Pascal;ark__12148_bpt6k215328n;https://gallica.bnf.fr/ark:/12148/bpt6k215328n;La vraie religion selon Pascal : recherche de l'ordonnance purement logique de ses Pensées relatives à la religion : suivie d'une analyse du Discours sur les passions de l'amour ;Sully Prudhomme (1839-1907);F. Alcan (Paris);1905;"X-444 p. ; 23 cm, Nombre total de vues : 485";fre;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb314203295;Bibliothèque nationale de France;Collection : Bibliothèque de philosophie contemporaine, Collection : Bibliothèque de philosophie contemporaine, Avec mode texte;bnf.fr;190;10;monographie;99940;14.06.2010 22:00;456d5665-3c4f-434a-93f1-3ed88725c8ea;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Villiers de L'Isle-Adam_Isis;ark__12148_bpt6k82477s;https://gallica.bnf.fr/ark:/12148/bpt6k82477s;Isis ;Villiers de L'Isle-Adam, Auguste de (1838-1889);Paris;1900;"1 vol. (265 p.) : couv. ill. ; 19 cm, Nombre total de vues : 269";['fre', 'français'];Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb33216683z;Bibliothèque nationale de France, département Littérature et art, 15739;Contient une table des matières;bnf.fr;840;80;monographie;0;14.10.2007 22:00;9455fe2a-c8e4-4c10-8f0f-6d67d445a505;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
